CensusTract20,State,County20,County24,Urban,POP2020,OHU2020,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LowIncomeTracts,PovertyRate,MedianFamilyIncome,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,TractVeteran,TractTribalArea,Missing_Value_Count
22005030209,Louisiana,Ascension Parish,Ascension Parish,1,2641,929,0.0,0,0.0,0,10.1,91786.0,2197.0,763,329,2130,235,39,1,2,234,186,105.0,116.0,62.0,0.0,0
22005030210,Louisiana,Ascension Parish,Ascension Parish,1,5952,2067,0.0,0,0.0,0,4.7,119551.0,5398.0,1790,668,4274,1005,129,0,16,528,412,134.0,20.0,544.0,0.0,0
22005030211,Louisiana,Ascension Parish,Ascension Parish,1,6881,2396,0.0,0,0.0,0,2.9,120530.0,6199.0,2028,793,5041,979,110,1,19,731,519,25.0,283.0,432.0,0.0,0
22005030212,Louisiana,Ascension Parish,Ascension Parish,1,7182,2471,0.0,0,0.0,0,5.2,154076.0,7090.0,2042,731,4738,1465,136,3,25,815,692,53.0,24.0,399.0,0.0,0
22005030213,Louisiana,Ascension Parish,Ascension Parish,1,4918,1753,0.0,0,0.0,0,9.1,105052.0,3480.0,1434,528,3337,969,120,0,15,477,338,0.0,17.0,179.0,0.0,0
22005030214,Louisiana,Ascension Parish,Ascension Parish,1,5946,2288,0.0,0,0.0,0,14.3,140521.0,4978.0,1580,568,3511,1320,87,5,53,970,880,0.0,180.0,69.0,0.0,0
22005030215,Louisiana,Ascension Parish,Ascension Parish,1,5411,1984,0.0,0,0.0,0,12.0,74500.0,3495.0,1451,677,3928,782,37,3,20,641,552,21.0,451.0,66.0,0.0,0
22005030301,Louisiana,Ascension Parish,Ascension Parish,0,5172,1677,0.0,0,0.0,0,5.0,158547.0,4996.0,1632,499,3828,716,161,0,30,437,288,65.0,149.0,217.0,0.0,0
22005030302,Louisiana,Ascension Parish,Ascension Parish,1,5614,2032,0.0,0,0.0,0,8.1,178193.0,4534.0,1458,864,2902,2342,51,0,9,310,230,35.0,209.0,478.0,0.0,0
22005030303,Louisiana,Ascension Parish,Ascension Parish,1,3938,1324,0.0,0,0.0,0,8.6,94750.0,2736.0,1219,347,2113,1281,59,0,13,472,338,0.0,148.0,281.0,0.0,0
22005030304,Louisiana,Ascension Parish,Ascension Parish,1,2153,747,0.0,0,0.0,0,0.2,165781.0,2793.0,647,234,1228,645,39,0,7,234,204,62.0,76.0,29.0,0.0,0
22005030403,Louisiana,Ascension Parish,Ascension Parish,1,2634,1002,0.0,0,0.0,1,11.3,70276.0,1297.0,639,369,1553,745,13,0,29,294,260,82.0,174.0,136.0,0.0,0
22005030404,Louisiana,Ascension Parish,Ascension Parish,1,2955,1202,0.0,9,0.3,1,35.3,,1725.0,768,374,1447,1054,19,0,12,423,401,20.0,166.0,64.0,0.0,1
22005030405,Louisiana,Ascension Parish,Ascension Parish,1,4911,1874,0.0,35,0.71,0,12.5,79265.0,2986.0,1242,732,1546,2392,45,0,67,861,929,137.0,413.0,227.0,0.0,0
22005030406,Louisiana,Ascension Parish,Ascension Parish,1,4245,1629,0.0,176,4.15,0,5.7,75223.0,4337.0,1050,586,1296,2491,27,4,21,406,415,191.0,94.0,272.0,0.0,0
22005030501,Louisiana,Ascension Parish,Ascension Parish,0,3137,1217,0.0,0,0.0,0,2.7,114504.0,2376.0,697,524,2396,424,22,1,5,289,213,16.0,52.0,252.0,0.0,0
22005030502,Louisiana,Ascension Parish,Ascension Parish,1,2468,897,0.0,0,0.0,0,14.9,108164.0,1691.0,647,354,2285,45,0,1,8,129,100,6.0,75.0,112.0,0.0,0
22005030503,Louisiana,Ascension Parish,Ascension Parish,0,3040,1159,0.0,0,0.0,0,7.9,143153.0,2788.0,745,445,2760,52,4,0,16,208,173,15.0,79.0,81.0,0.0,0
22005030600,Louisiana,Ascension Parish,Ascension Parish,0,5624,2078,0.0,0,0.0,0,12.3,117350.0,5181.0,1473,733,3307,1531,38,2,42,704,625,19.0,477.0,172.0,0.0,0
22005030900,Louisiana,Ascension Parish,Ascension Parish,1,3906,1491,0.0,0,0.0,1,45.4,,1581.0,1141,614,901,2718,8,0,11,268,234,484.0,771.0,173.0,0.0,1
22005031001,Louisiana,Ascension Parish,Ascension Parish,0,2304,813,0.0,311,13.5,1,33.9,75625.0,921.0,477,419,872,1320,7,0,0,105,69,169.0,176.0,89.0,0.0,0
22005031002,Louisiana,Ascension Parish,Ascension Parish,1,3527,1388,0.0,97,2.75,1,26.5,47651.0,1757.0,836,683,639,2781,3,0,1,103,69,254.0,509.0,68.0,0.0,0
22007050100,Louisiana,Assumption Parish,Assumption Parish,0,3245,1332,0.0,0,0.0,1,13.4,62266.0,1603.0,653,613,1490,1607,4,0,2,142,119,190.0,376.0,140.0,0.0,0
22007050201,Louisiana,Assumption Parish,Assumption Parish,0,2822,1238,0.0,0,0.0,0,17.3,91500.0,2019.0,520,621,2727,4,3,0,3,85,75,54.0,240.0,128.0,0.0,0
22007050202,Louisiana,Assumption Parish,Assumption Parish,0,2159,922,0.0,0,0.0,0,10.5,77500.0,1398.0,426,392,2038,5,8,0,7,101,65,75.0,85.0,159.0,0.0,0
22007050300,Louisiana,Assumption Parish,Assumption Parish,1,3419,1295,0.0,64,1.87,0,6.1,73389.0,2367.0,746,688,1588,1684,7,0,12,128,74,92.0,243.0,108.0,0.0,0
22007050400,Louisiana,Assumption Parish,Assumption Parish,0,2895,1086,0.0,91,3.14,1,24.4,71576.0,1662.0,626,532,1756,978,7,0,12,142,139,181.0,294.0,83.0,0.0,0
22007050500,Louisiana,Assumption Parish,Assumption Parish,1,2523,987,0.0,5,0.2,1,20.7,73099.0,1345.0,583,479,1047,1315,10,0,13,138,107,170.0,321.0,120.0,0.0,0
22007050600,Louisiana,Assumption Parish,Assumption Parish,0,3976,1549,0.0,0,0.0,1,16.0,68819.0,2476.0,869,732,3076,420,23,0,53,404,335,29.0,196.0,55.0,39.86477126,0
22009030100,Louisiana,Avoyelles Parish,Avoyelles Parish,0,2290,993,0.0,0,0.0,0,9.4,74000.0,1334.0,483,477,2107,74,9,1,10,89,37,38.0,172.0,61.0,0.0,0
22009030200,Louisiana,Avoyelles Parish,Avoyelles Parish,0,2807,1110,0.0,78,2.78,1,39.2,47000.0,1045.0,599,574,2713,14,4,0,3,73,23,34.0,227.0,74.0,0.0,0
22009030300,Louisiana,Avoyelles Parish,Avoyelles Parish,0,3855,1545,0.0,0,0.0,1,20.6,52262.0,1894.0,949,636,3125,471,18,0,42,199,61,86.0,378.0,296.0,2.07421509,0
22009030401,Louisiana,Avoyelles Parish,Avoyelles Parish,0,3881,1568,0.0,0,0.0,1,23.3,38698.0,1622.0,1018,719,2350,1150,19,0,57,305,58,94.0,215.0,88.0,0.0,0
22009030402,Louisiana,Avoyelles Parish,Avoyelles Parish,1,2863,1057,0.0,453,15.82,1,37.1,31993.0,1132.0,609,536,1073,1499,5,2,85,199,47,264.0,415.0,164.0,24.40052931,0
22009030501,Louisiana,Avoyelles Parish,Avoyelles Parish,0,3650,1439,0.0,80,2.19,0,13.8,92250.0,2264.0,873,662,3012,421,14,0,28,175,84,15.0,160.0,127.0,0.0,0
22009030502,Louisiana,Avoyelles Parish,Avoyelles Parish,0,3395,1349,0.0,160,4.71,1,34.0,47419.0,1336.0,823,724,1814,1325,16,0,28,212,38,78.0,432.0,192.0,0.0,0
22009030600,Louisiana,Avoyelles Parish,Avoyelles Parish,0,4509,1822,0.0,72,1.6,1,44.4,36627.0,1231.0,1043,982,1991,2202,12,1,16,287,143,367.0,643.0,65.0,0.0,0
22009030701,Louisiana,Avoyelles Parish,Avoyelles Parish,0,4152,975,0.0,1817,43.76,1,35.1,27321.0,911.0,585,508,1718,1449,236,2,24,723,829,58.0,368.0,89.0,0.0,0
22009030702,Louisiana,Avoyelles Parish,Avoyelles Parish,0,3078,1243,0.0,1,0.03,1,26.7,34058.0,991.0,810,547,1882,1006,9,3,26,152,62,56.0,352.0,104.0,0.0,0
22009030800,Louisiana,Avoyelles Parish,Avoyelles Parish,0,2842,1100,0.0,71,2.5,0,19.0,79306.0,1727.0,732,522,2604,88,3,0,23,124,73,187.0,327.0,221.0,0.0,0
22009030900,Louisiana,Avoyelles Parish,Avoyelles Parish,0,2371,980,0.0,65,2.74,1,32.5,53750.0,1210.0,591,439,1236,1007,14,0,22,92,30,140.0,343.0,106.0,0.0,0
22011960101,Louisiana,Beauregard Parish,Beauregard Parish,0,4027,1560,0.0,0,0.0,0,7.0,135955.0,3612.0,1035,705,3698,53,16,2,27,231,73,71.0,290.0,292.0,0.0,0
22011960102,Louisiana,Beauregard Parish,Beauregard Parish,0,2229,806,0.0,0,0.0,1,15.7,52258.0,951.0,600,346,2071,45,4,0,10,99,33,11.0,102.0,115.0,0.0,0
22011960200,Louisiana,Beauregard Parish,Beauregard Parish,0,5084,1955,0.0,0,0.0,0,18.7,81688.0,3560.0,1275,891,4519,148,25,4,50,338,163,26.0,325.0,460.0,1.971321408,0
22011960300,Louisiana,Beauregard Parish,Beauregard Parish,1,3963,1621,0.0,85,2.14,1,25.6,62144.0,2169.0,957,746,2162,1286,53,1,44,417,259,140.0,410.0,536.0,100.0,0
22011960400,Louisiana,Beauregard Parish,Beauregard Parish,0,3066,1195,0.0,160,5.22,0,18.5,66875.0,1952.0,671,603,1883,908,26,3,30,216,114,70.0,209.0,354.0,86.34094994,0
22011960500,Louisiana,Beauregard Parish,Beauregard Parish,1,5099,2099,0.0,58,1.14,0,10.6,91218.0,3484.0,1171,940,3619,926,79,17,34,424,300,197.0,472.0,593.0,19.40528698,0
22011960600,Louisiana,Beauregard Parish,Beauregard Parish,0,3119,1271,0.0,0,0.0,1,15.1,61819.0,1818.0,774,579,2710,176,6,0,35,192,66,89.0,188.0,171.0,0.0,0
22011960701,Louisiana,Beauregard Parish,Beauregard Parish,0,4253,1517,0.0,0,0.0,0,14.7,112031.0,2932.0,1172,574,3957,72,5,1,25,193,114,10.0,237.0,105.0,0.0,0
22011960702,Louisiana,Beauregard Parish,Beauregard Parish,0,5709,1773,0.0,759,13.29,0,7.7,105789.0,3978.0,1405,725,4910,497,9,4,49,240,149,74.0,178.0,305.0,0.0,0
22013970100,Louisiana,Bienville Parish,Bienville Parish,0,3330,1392,0.0,226,6.79,1,42.2,36953.0,1156.0,685,735,958,2218,6,2,13,133,69,274.0,521.0,112.0,0.0,0
22013970200,Louisiana,Bienville Parish,Bienville Parish,0,1519,701,0.0,9,0.59,1,22.0,58625.0,622.0,275,350,517,925,1,0,4,72,36,50.0,150.0,114.0,0.0,0
22013970300,Louisiana,Bienville Parish,Bienville Parish,0,2994,1231,0.0,83,2.77,1,31.4,44792.0,998.0,728,646,1659,1149,2,0,17,167,46,149.0,258.0,102.0,0.0,0
22013970400,Louisiana,Bienville Parish,Bienville Parish,0,2424,977,0.0,0,0.0,1,25.5,69722.0,1021.0,617,452,2041,237,7,3,22,114,35,58.0,153.0,126.0,0.0,0
22013970500,Louisiana,Bienville Parish,Bienville Parish,0,2714,1158,0.0,0,0.0,0,19.2,64138.0,1370.0,603,578,1775,778,5,0,6,150,25,14.0,192.0,111.0,0.0,0
22015010400,Louisiana,Bossier Parish,Bossier Parish,1,1680,614,0.0,0,0.0,1,36.9,39435.0,480.0,495,145,332,1051,25,1,6,265,228,158.0,482.0,50.0,0.0,0
22015010500,Louisiana,Bossier Parish,Bossier Parish,1,4605,1839,0.0,68,1.48,1,32.2,65417.0,1924.0,1287,751,2164,1634,203,1,20,583,454,212.0,331.0,326.0,0.0,0
22015010601,Louisiana,Bossier Parish,Bossier Parish,1,6718,2581,0.0,101,1.5,1,37.2,64231.0,2923.0,1993,757,1898,3477,108,5,45,1185,1133,550.0,504.0,390.0,0.0,0
22015010602,Louisiana,Bossier Parish,Bossier Parish,1,2952,1334,0.0,132,4.47,1,35.1,51542.0,938.0,701,475,1048,1410,128,0,9,357,276,237.0,335.0,134.0,0.0,0
22015010701,Louisiana,Bossier Parish,Bossier Parish,1,4151,2013,0.0,0,0.0,1,24.8,27352.0,1191.0,954,572,1595,1848,60,0,21,627,528,309.0,492.0,619.0,0.0,0
22015010702,Louisiana,Bossier Parish,Bossier Parish,1,4059,1557,0.0,22,0.54,1,31.0,56875.0,1744.0,1051,513,1358,1744,104,15,31,807,680,93.0,209.0,398.0,0.0,0
22015010801,Louisiana,Bossier Parish,Bossier Parish,1,3509,1457,0.0,0,0.0,1,42.4,39035.0,1787.0,944,322,1309,1327,63,3,38,769,699,183.0,216.0,164.0,0.0,0
22015010805,Louisiana,Bossier Parish,Bossier Parish,1,3032,1395,0.0,344,11.35,1,28.8,41953.0,1755.0,604,600,1409,1225,96,4,21,277,214,81.0,13.0,196.0,0.0,0
22015010806,Louisiana,Bossier Parish,Bossier Parish,1,4014,1567,0.0,9,0.22,0,14.6,75119.0,2696.0,964,805,2718,706,65,6,19,500,282,32.0,74.0,446.0,0.0,0
22015010807,Louisiana,Bossier Parish,Bossier Parish,1,3732,1448,0.0,0,0.0,0,2.5,100804.0,3368.0,964,454,2402,749,142,9,26,404,234,65.0,51.0,343.0,0.0,0
22015010808,Louisiana,Bossier Parish,Bossier Parish,1,4532,1788,0.0,0,0.0,0,9.8,84622.0,3395.0,1194,587,3036,816,82,1,25,572,383,42.0,70.0,633.0,0.0,0
22015010900,Louisiana,Bossier Parish,Bossier Parish,1,1951,614,0.0,316,16.2,0,3.5,70833.0,1529.0,544,28,1205,264,63,16,17,386,304,11.0,27.0,284.0,0.0,0
22015011002,Louisiana,Bossier Parish,Bossier Parish,0,4959,2089,0.0,0,0.0,0,11.8,109340.0,4397.0,981,906,3672,655,112,9,37,474,283,38.0,190.0,589.0,0.0,0
22015011003,Louisiana,Bossier Parish,Bossier Parish,1,4729,1777,0.0,0,0.0,0,6.4,85469.0,2748.0,1178,731,3499,598,76,5,24,527,390,23.0,136.0,403.0,0.0,0
22015011004,Louisiana,Bossier Parish,Bossier Parish,0,3195,1213,0.0,0,0.0,0,14.9,86726.0,2302.0,773,497,2268,634,29,0,31,233,115,9.0,166.0,641.0,0.0,0
22015011107,Louisiana,Bossier Parish,Bossier Parish,1,1991,805,0.0,0,0.0,1,23.8,76023.0,1408.0,521,328,1058,734,21,0,17,161,90,110.0,106.0,123.0,0.0,0
22015011111,Louisiana,Bossier Parish,Bossier Parish,0,5141,1871,0.0,0,0.0,1,27.1,67955.0,2229.0,1359,756,3593,812,25,5,44,662,432,64.0,193.0,347.0,0.0,0
22015011112,Louisiana,Bossier Parish,Bossier Parish,0,4296,1650,0.0,9,0.21,1,21.4,77917.0,2449.0,1216,584,3011,838,17,1,27,402,195,127.0,325.0,156.0,0.0,0
22015011113,Louisiana,Bossier Parish,Bossier Parish,1,4300,1619,0.0,0,0.0,0,9.5,113147.0,3736.0,1085,668,3220,399,53,0,49,579,423,11.0,51.0,376.0,0.0,0
22015011114,Louisiana,Bossier Parish,Bossier Parish,1,2750,1053,0.0,0,0.0,0,9.9,88882.0,1762.0,650,481,1950,378,16,5,28,373,289,72.0,72.0,154.0,0.0,0
22015011115,Louisiana,Bossier Parish,Bossier Parish,0,1770,680,0.0,0,0.0,0,15.9,91250.0,1170.0,438,312,1398,196,5,2,24,145,62,12.0,115.0,109.0,0.0,0
22015011116,Louisiana,Bossier Parish,Bossier Parish,1,6725,2254,0.0,7,0.1,0,7.6,131607.0,5448.0,2006,874,5710,380,105,5,34,491,280,121.0,8.0,326.0,0.0,0
22015011117,Louisiana,Bossier Parish,Bossier Parish,1,7126,2634,0.0,52,0.73,0,1.8,151486.0,5722.0,1894,852,5188,1069,225,0,33,611,370,0.0,101.0,421.0,0.0,0
22015011118,Louisiana,Bossier Parish,Bossier Parish,1,1740,868,0.0,0,0.0,1,20.5,47202.0,752.0,401,256,959,397,16,0,10,358,312,168.0,146.0,100.0,0.0,0
22015011119,Louisiana,Bossier Parish,Bossier Parish,1,4205,1820,0.0,23,0.55,0,10.4,78302.0,3402.0,953,656,2933,775,134,6,4,353,227,101.0,49.0,212.0,0.0,0
22015011120,Louisiana,Bossier Parish,Bossier Parish,1,3611,1612,0.0,63,1.74,0,8.2,102083.0,2586.0,620,1154,2956,360,75,7,17,196,136,253.0,79.0,429.0,0.0,0
22015011121,Louisiana,Bossier Parish,Bossier Parish,0,2066,763,0.0,0,0.0,0,9.9,72278.0,1249.0,508,394,1751,126,12,1,17,159,84,5.0,38.0,130.0,0.0,0
22015011122,Louisiana,Bossier Parish,Bossier Parish,1,10313,3664,0.0,0,0.0,0,2.0,128383.0,10369.0,3158,1131,7718,1422,247,5,50,871,527,124.0,11.0,710.0,0.0,0
22015011123,Louisiana,Bossier Parish,Bossier Parish,1,4385,1597,0.0,0,0.0,0,2.9,109583.0,3655.0,1184,593,3454,496,52,2,21,360,203,9.0,50.0,345.0,0.0,0
22015011124,Louisiana,Bossier Parish,Bossier Parish,0,2029,745,0.0,0,0.0,0,1.4,145375.0,2419.0,494,402,1748,57,7,1,26,190,122,6.0,73.0,174.0,0.0,0
22015011201,Louisiana,Bossier Parish,Bossier Parish,0,4655,1565,0.0,1028,22.08,1,19.5,62875.0,1872.0,722,864,2550,1894,6,0,8,197,102,270.0,275.0,279.0,0.0,0
22015011202,Louisiana,Bossier Parish,Bossier Parish,0,2035,824,0.0,0,0.0,0,0.8,89750.0,1668.0,459,446,1632,291,1,4,3,104,45,12.0,44.0,166.0,0.0,0
22015011300,Louisiana,Bossier Parish,Bossier Parish,1,1790,782,0.0,0,0.0,1,56.6,,271.0,575,197,310,1337,23,0,15,105,135,220.0,357.0,105.0,0.0,1
22017020500,Louisiana,Caddo Parish,Caddo Parish,1,2611,995,0.0,0,0.0,1,40.5,,927.0,719,363,145,2372,3,1,9,81,53,111.0,402.0,66.0,0.0,1
22017020600,Louisiana,Caddo Parish,Caddo Parish,1,861,417,0.0,0,0.0,1,57.6,,193.0,258,201,24,788,0,0,3,46,11,120.0,73.0,31.0,0.0,1
22017020700,Louisiana,Caddo Parish,Caddo Parish,1,761,365,0.0,0,0.0,1,36.9,,243.0,144,198,12,724,3,1,0,21,7,145.0,81.0,38.0,0.0,1
22017021000,Louisiana,Caddo Parish,Caddo Parish,1,1328,653,0.0,6,0.45,1,32.8,52353.0,562.0,262,172,741,405,18,0,12,152,88,101.0,95.0,61.0,0.0,0
22017021100,Louisiana,Caddo Parish,Caddo Parish,1,2403,1060,0.0,322,13.4,1,46.3,,632.0,466,417,810,1338,17,0,17,221,150,414.0,463.0,152.0,0.0,1
22017021200,Louisiana,Caddo Parish,Caddo Parish,1,3535,1599,0.0,132,3.73,1,20.6,68194.0,1134.0,666,417,1889,1220,19,2,32,373,277,134.0,286.0,211.0,0.0,0
22017021300,Louisiana,Caddo Parish,Caddo Parish,1,2646,1187,0.0,10,0.38,1,18.9,55000.0,1272.0,642,414,354,1920,100,1,14,257,220,222.0,285.0,272.0,0.0,0
22017021400,Louisiana,Caddo Parish,Caddo Parish,1,2049,899,0.0,0,0.0,1,15.2,56250.0,1301.0,487,314,947,782,46,4,8,262,171,105.0,259.0,171.0,0.0,0
22017021500,Louisiana,Caddo Parish,Caddo Parish,1,2154,987,0.0,0,0.0,1,12.4,61875.0,1046.0,475,280,1449,449,27,11,6,212,121,116.0,173.0,148.0,0.0,0
22017021600,Louisiana,Caddo Parish,Caddo Parish,1,3748,1908,0.0,0,0.0,0,8.0,93365.0,2732.0,727,617,2705,649,102,4,10,278,165,250.0,146.0,153.0,0.0,0
22017021700,Louisiana,Caddo Parish,Caddo Parish,1,1662,527,0.0,307,18.47,1,29.5,36136.0,686.0,362,344,227,1341,3,0,11,80,50,95.0,237.0,17.0,0.0,0
22017021800,Louisiana,Caddo Parish,Caddo Parish,1,1353,452,0.0,167,12.34,1,25.2,44063.0,388.0,344,264,135,1169,3,1,1,44,25,92.0,118.0,74.0,0.0,0
22017021900,Louisiana,Caddo Parish,Caddo Parish,1,1082,503,0.0,0,0.0,1,35.7,50179.0,241.0,233,236,57,991,1,0,0,33,12,166.0,136.0,18.0,0.0,0
22017022000,Louisiana,Caddo Parish,Caddo Parish,1,1478,671,0.0,0,0.0,1,37.7,40976.0,533.0,322,338,35,1411,0,0,0,32,23,112.0,232.0,75.0,0.0,0
22017022101,Louisiana,Caddo Parish,Caddo Parish,1,4824,2254,0.0,0,0.0,1,27.6,55678.0,1910.0,1054,1104,362,4238,25,0,14,185,62,238.0,766.0,283.0,0.0,0
22017022102,Louisiana,Caddo Parish,Caddo Parish,1,1486,600,0.0,0,0.0,1,42.3,45382.0,346.0,326,333,39,1369,0,1,10,67,11,43.0,161.0,51.0,0.0,0
22017022200,Louisiana,Caddo Parish,Caddo Parish,1,3781,1496,0.0,12,0.32,1,18.4,45927.0,1285.0,1085,572,345,3253,9,0,26,148,72,110.0,423.0,296.0,0.0,0
22017022300,Louisiana,Caddo Parish,Caddo Parish,1,2214,984,0.0,0,0.0,1,50.5,,633.0,502,378,139,1951,5,0,1,118,75,213.0,520.0,109.0,0.0,1
22017022400,Louisiana,Caddo Parish,Caddo Parish,1,3203,1191,0.0,0,0.0,1,27.5,50655.0,1165.0,940,337,203,2816,6,3,3,172,73,104.0,489.0,102.0,0.0,0
22017022500,Louisiana,Caddo Parish,Caddo Parish,1,4010,1571,0.0,0,0.0,1,42.5,26472.0,1160.0,1084,633,282,3446,19,0,9,254,129,223.0,634.0,105.0,0.0,0
22017022600,Louisiana,Caddo Parish,Caddo Parish,1,3000,1269,0.0,6,0.2,0,1.8,244250.0,2879.0,655,598,2643,159,19,1,13,165,119,0.0,13.0,141.0,0.0,0
22017022700,Louisiana,Caddo Parish,Caddo Parish,1,2192,977,0.0,0,0.0,0,11.3,87500.0,1559.0,434,383,1918,51,19,4,21,179,103,28.0,78.0,85.0,0.0,0
22017022800,Louisiana,Caddo Parish,Caddo Parish,1,3851,1702,0.0,7,0.18,0,3.9,83199.0,2738.0,853,616,3278,162,51,1,29,330,205,50.0,162.0,174.0,0.0,0
22017022900,Louisiana,Caddo Parish,Caddo Parish,1,4502,2285,0.0,0,0.0,0,18.4,98738.0,2625.0,792,804,3048,948,123,4,25,354,231,75.0,107.0,418.0,0.0,0
22017023000,Louisiana,Caddo Parish,Caddo Parish,1,4346,2107,0.0,0,0.0,0,13.2,97293.0,3204.0,740,1226,3349,573,131,5,10,278,170,13.0,49.0,134.0,0.0,0
22017023100,Louisiana,Caddo Parish,Caddo Parish,1,1484,584,0.0,130,8.76,0,12.8,146406.0,898.0,291,476,1109,276,7,2,0,90,55,8.0,16.0,54.0,0.0,0
22017023200,Louisiana,Caddo Parish,Caddo Parish,1,1351,523,0.0,0,0.0,1,41.5,36012.0,240.0,338,175,157,1051,9,0,14,120,51,259.0,345.0,110.0,0.0,0
22017023300,Louisiana,Caddo Parish,Caddo Parish,1,1918,826,0.0,0,0.0,1,53.9,27000.0,410.0,511,258,38,1798,1,1,15,65,30,207.0,411.0,91.0,0.0,0
22017023401,Louisiana,Caddo Parish,Caddo Parish,1,3712,1338,0.0,0,0.0,1,38.6,32853.0,807.0,1166,353,275,3309,4,0,3,121,54,231.0,645.0,81.0,0.0,0
22017023402,Louisiana,Caddo Parish,Caddo Parish,1,2479,955,0.0,0,0.0,1,41.0,45398.0,892.0,669,284,201,2189,14,1,10,64,20,147.0,320.0,119.0,0.0,0
22017023500,Louisiana,Caddo Parish,Caddo Parish,1,2762,1145,0.0,0,0.0,1,37.1,78729.0,1073.0,636,592,33,2655,2,0,3,69,22,149.0,386.0,141.0,0.0,0
22017023600,Louisiana,Caddo Parish,Caddo Parish,1,2775,1120,0.0,0,0.0,1,43.9,25449.0,1013.0,802,550,28,2655,14,2,2,74,25,347.0,396.0,126.0,0.0,0
22017023701,Louisiana,Caddo Parish,Caddo Parish,1,3649,1316,0.0,0,0.0,1,17.5,30731.0,617.0,1197,350,194,3317,16,0,15,107,92,129.0,405.0,54.0,0.0,0
22017023702,Louisiana,Caddo Parish,Caddo Parish,1,2097,908,0.0,0,0.0,1,29.0,38750.0,649.0,528,484,165,1858,1,1,4,68,54,169.0,230.0,77.0,0.0,0
22017023801,Louisiana,Caddo Parish,Caddo Parish,1,3640,1591,0.0,31,0.85,0,8.7,104050.0,2829.0,756,876,1765,1570,87,1,11,206,112,51.0,159.0,222.0,0.0,0
22017023802,Louisiana,Caddo Parish,Caddo Parish,1,1838,712,0.0,142,7.73,1,60.9,25046.0,301.0,445,490,166,1615,3,0,0,54,26,187.0,302.0,48.0,0.0,0
22017023903,Louisiana,Caddo Parish,Caddo Parish,1,3963,1543,0.0,161,4.06,0,17.3,94926.0,2683.0,902,946,2578,948,103,10,32,292,210,220.0,245.0,252.0,0.0,0
22017023904,Louisiana,Caddo Parish,Caddo Parish,1,3439,1695,0.0,6,0.17,1,25.7,48750.0,1593.0,696,685,2000,1004,180,1,7,247,166,52.0,226.0,171.0,0.0,0
22017023905,Louisiana,Caddo Parish,Caddo Parish,1,4710,2191,0.0,8,0.17,0,17.6,81847.0,2776.0,1017,691,2785,1303,291,10,20,301,192,71.0,280.0,296.0,0.0,0
22017023906,Louisiana,Caddo Parish,Caddo Parish,1,3234,1581,0.0,130,4.02,0,10.9,90125.0,1840.0,565,944,2238,689,92,9,8,198,99,63.0,76.0,130.0,0.0,0
22017023907,Louisiana,Caddo Parish,Caddo Parish,1,3654,1805,0.0,0,0.0,0,14.6,84583.0,1986.0,706,794,2216,819,325,2,27,265,177,28.0,120.0,235.0,0.0,0
22017024001,Louisiana,Caddo Parish,Caddo Parish,1,7312,2654,0.0,9,0.12,0,2.0,176250.0,6934.0,1946,1256,5966,540,264,1,19,522,308,0.0,81.0,338.0,0.0,0
22017024002,Louisiana,Caddo Parish,Caddo Parish,0,6423,2209,0.0,299,4.66,0,5.0,167246.0,5399.0,1600,1285,5312,392,328,0,28,363,202,71.0,166.0,356.0,0.0,0
22017024102,Louisiana,Caddo Parish,Caddo Parish,1,3835,1599,0.0,0,0.0,1,21.0,80438.0,2803.0,749,800,2341,1168,33,0,41,252,125,18.0,147.0,339.0,0.0,0
22017024104,Louisiana,Caddo Parish,Caddo Parish,1,6860,2726,0.0,78,1.14,1,27.6,60385.0,3317.0,1881,935,1559,4812,102,2,41,344,204,182.0,727.0,298.0,0.0,0
22017024107,Louisiana,Caddo Parish,Caddo Parish,1,4843,1888,0.0,23,0.47,1,31.1,43422.0,2166.0,1235,723,1548,2930,43,3,25,294,161,127.0,473.0,449.0,0.0,0
22017024108,Louisiana,Caddo Parish,Caddo Parish,1,6572,2625,0.0,290,4.41,1,28.9,77623.0,3278.0,1484,1496,3004,3139,57,2,27,343,213,294.0,607.0,514.0,0.0,0
22017024109,Louisiana,Caddo Parish,Caddo Parish,1,3724,1396,0.0,0,0.0,0,10.4,65429.0,2408.0,955,647,1867,1520,35,0,12,290,200,11.0,332.0,227.0,0.0,0
22017024110,Louisiana,Caddo Parish,Caddo Parish,1,2671,1256,0.0,0,0.0,1,14.8,55545.0,1080.0,702,480,419,2134,19,4,12,83,38,19.0,216.0,125.0,0.0,0
22017024111,Louisiana,Caddo Parish,Caddo Parish,1,4534,1865,0.0,123,2.71,0,13.6,67285.0,3071.0,1110,708,1657,2548,31,0,11,287,160,58.0,261.0,213.0,0.0,0
22017024201,Louisiana,Caddo Parish,Caddo Parish,1,3926,1640,0.0,0,0.0,0,9.8,65278.0,2449.0,963,467,690,3053,20,0,9,154,76,21.0,316.0,206.0,0.0,0
22017024204,Louisiana,Caddo Parish,Caddo Parish,0,4947,1981,0.0,0,0.0,0,17.1,93527.0,2964.0,1172,823,3187,1304,24,5,46,381,173,23.0,310.0,545.0,0.0,0
