CensusTract20,State,County20,Urban,POP2020,OHU2020,LowIncomeTracts,PovertyRate,TractHUNV,TractSNAP,tract_geoid,DD_SRAM_LILATracts_1And10,DD_SRAM_HUNVFlag,DD_SRAM_LAPOP1_10,DD_SRAM_lapop1share,DD_SRAM_lahunv1,DD_SRAM_lasnap1,SD_SRAM_LILATracts_1And10,SD_SRAM_HUNVFlag,SD_SRAM_LAPOP1_10,SD_SRAM_lapop1share,SD_SRAM_lahunv1,SD_SRAM_lasnap1,state_fips,county_fips,tract_code
36055006100,New York,Monroe County,1,2317,1190,0,13.2,55,52,36055006100,0,0,6,0.26,0,0,0,0,0,0.0,0,0,36,36055,006100
36055006200,New York,Monroe County,1,3098,1243,0,13.3,126,165,36055006200,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,006200
36055006300,New York,Monroe County,1,3076,1093,1,19.9,234,396,36055006300,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,006300
36055006400,New York,Monroe County,1,2510,926,1,41.7,193,488,36055006400,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,006400
36055006500,New York,Monroe County,1,1608,623,1,61.5,312,443,36055006500,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,006500
36055006600,New York,Monroe County,1,1931,751,1,29.1,326,322,36055006600,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,006600
36055006700,New York,Monroe County,1,2875,1114,1,16.9,185,266,36055006700,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,006700
36055006800,New York,Monroe County,1,2730,1183,1,5.6,54,130,36055006800,0,0,6,0.22,0,0,0,0,0,0.0,0,0,36,36055,006800
36055006900,New York,Monroe County,1,2555,967,1,39.7,340,244,36055006900,0,0,49,1.92,6,5,0,0,0,0.0,0,0,36,36055,006900
36055007000,New York,Monroe County,1,3303,1216,1,23.9,187,214,36055007000,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,007000
36055007100,New York,Monroe County,1,2986,1240,1,26.5,93,201,36055007100,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,007100
36055007500,New York,Monroe County,1,2963,1250,1,30.7,519,565,36055007500,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,007500
36055007600,New York,Monroe County,1,2824,1401,0,9.8,55,176,36055007600,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,007600
36055007700,New York,Monroe County,1,2740,1407,0,16.1,200,207,36055007700,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,007700
36055007801,New York,Monroe County,1,2465,1485,0,8.9,73,22,36055007801,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,007801
36055007802,New York,Monroe County,1,1520,766,0,3.3,25,9,36055007802,0,0,88,5.79,1,1,0,0,0,0.0,0,0,36,36055,007802
36055007900,New York,Monroe County,1,1838,631,1,33.9,152,356,36055007900,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,007900
36055008000,New York,Monroe County,1,2274,811,1,33.6,156,406,36055008000,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,008000
36055008100,New York,Monroe County,1,4368,1678,1,18.1,360,370,36055008100,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,008100
36055008200,New York,Monroe County,1,3100,1160,1,30.2,239,418,36055008200,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,008200
36055008301,New York,Monroe County,1,3834,1671,1,9.9,293,402,36055008301,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,008301
36055008400,New York,Monroe County,1,2789,999,1,45.8,300,537,36055008400,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,008400
36055008500,New York,Monroe County,1,3602,1924,1,15.5,657,517,36055008500,1,1,535,14.85,98,77,0,1,178,4.94,33,26,36,36055,008500
36055008600,New York,Monroe County,1,4531,2191,1,19.6,188,400,36055008600,0,0,295,6.51,12,26,0,0,0,0.0,0,0,36,36055,008600
36055008702,New York,Monroe County,1,1500,595,1,48.4,132,298,36055008702,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,008702
36055008801,New York,Monroe County,1,6004,2508,1,20.8,416,1009,36055008801,0,0,51,0.85,4,9,0,0,0,0.0,0,0,36,36055,008801
36055009200,New York,Monroe County,1,1322,593,1,69.3,400,294,36055009200,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,009200
36055009301,New York,Monroe County,1,2554,1090,1,50.8,304,397,36055009301,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,009301
36055009302,New York,Monroe County,1,1693,1164,1,12.5,283,214,36055009302,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,009302
36055009401,New York,Monroe County,1,2260,1526,1,33.2,687,572,36055009401,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,009401
36055009402,New York,Monroe County,1,2092,1441,1,25.2,387,292,36055009402,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,009402
36055009403,New York,Monroe County,1,653,1,0,,0,0,36055009403,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,009403
36055009404,New York,Monroe County,1,633,330,1,25.4,107,73,36055009404,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,009404
36055009500,New York,Monroe County,1,3046,1639,1,27.7,195,351,36055009500,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,009500
36055009601,New York,Monroe County,1,1791,692,1,46.9,503,605,36055009601,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,009601
36055009602,New York,Monroe County,1,1618,588,1,33.1,191,255,36055009602,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,009602
36055009605,New York,Monroe County,1,3445,1261,1,54.2,367,541,36055009605,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,009605
36055010100,New York,Monroe County,1,3555,1648,0,11.4,34,172,36055010100,0,0,1165,32.77,11,56,0,0,430,12.1,4,21,36,36055,010100
36055010200,New York,Monroe County,1,3884,1504,0,1.6,15,43,36055010200,0,0,3241,83.44,13,36,0,0,1675,43.13,6,19,36,36055,010200
36055010300,New York,Monroe County,1,3737,1556,0,3.0,13,46,36055010300,0,0,412,11.02,1,5,0,0,12,0.32,0,0,36,36055,010300
36055010400,New York,Monroe County,1,5268,2262,1,11.1,214,236,36055010400,0,1,406,7.71,16,18,0,0,0,0.0,0,0,36,36055,010400
36055010500,New York,Monroe County,1,4477,1794,0,6.9,105,87,36055010500,0,0,1268,28.32,30,25,0,0,349,7.8,8,7,36,36055,010500
36055010601,New York,Monroe County,1,2697,1204,0,10.3,74,253,36055010601,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,010601
36055010602,New York,Monroe County,1,3964,1637,0,6.9,210,229,36055010602,0,1,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,010602
36055010700,New York,Monroe County,1,3359,1623,0,4.8,44,213,36055010700,0,0,217,6.46,3,14,0,0,0,0.0,0,0,36,36055,010700
36055010800,New York,Monroe County,1,2902,1346,0,3.8,30,99,36055010800,0,0,560,19.3,6,19,0,0,0,0.0,0,0,36,36055,010800
36055010901,New York,Monroe County,1,5032,2029,1,29.7,442,509,36055010901,0,1,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,010901
36055010902,New York,Monroe County,1,3253,1613,1,22.9,190,300,36055010902,0,0,69,2.12,4,6,0,0,0,0.0,0,0,36,36055,010902
36055011000,New York,Monroe County,1,5065,2304,0,5.0,207,334,36055011000,0,1,1310,25.86,54,86,0,1,507,10.01,21,33,36,36055,011000
36055011100,New York,Monroe County,1,4034,1924,0,3.1,0,170,36055011100,0,0,15,0.37,0,1,0,0,0,0.0,0,0,36,36055,011100
36055011201,New York,Monroe County,1,3528,1552,0,12.5,47,60,36055011201,0,0,2966,84.07,40,50,0,0,2613,74.06,35,44,36,36055,011201
36055011203,New York,Monroe County,1,2068,865,0,0.7,5,0,36055011203,0,0,2068,100.0,5,0,0,0,2049,99.08,5,0,36,36055,011203
36055011205,New York,Monroe County,1,5775,2277,0,5.8,122,213,36055011205,0,1,5462,94.58,115,201,0,1,4270,73.94,90,157,36,36055,011205
36055011207,New York,Monroe County,1,5319,2321,0,2.9,83,164,36055011207,0,0,2858,53.73,45,88,0,0,963,18.1,15,30,36,36055,011207
36055011209,New York,Monroe County,1,4127,2280,1,5.4,235,236,36055011209,1,1,899,21.78,51,51,0,1,0,0.0,0,0,36,36055,011209
36055011210,New York,Monroe County,1,1206,625,0,12.6,91,28,36055011210,0,0,118,9.78,9,3,0,0,0,0.0,0,0,36,36055,011210
36055011302,New York,Monroe County,1,5755,2286,0,2.6,38,25,36055011302,0,0,4411,76.65,29,19,0,0,3364,58.45,22,15,36,36055,011302
36055011303,New York,Monroe County,1,3007,1088,0,5.2,33,19,36055011303,0,0,2972,98.84,33,19,0,0,2889,96.08,32,18,36,36055,011303
36055011304,New York,Monroe County,1,4963,1764,0,0.8,10,37,36055011304,0,0,4960,99.94,10,37,0,0,4921,99.15,10,37,36,36055,011304
36055011401,New York,Monroe County,1,3419,1313,0,7.1,136,210,36055011401,0,1,2922,85.46,116,179,0,1,1223,35.77,49,75,36,36055,011401
36055011402,New York,Monroe County,1,3550,1472,0,3.1,102,163,36055011402,0,0,1479,41.66,43,68,0,0,627,17.66,18,29,36,36055,011402
36055011403,New York,Monroe County,1,2610,1409,1,9.4,148,245,36055011403,0,0,19,0.73,1,2,0,0,0,0.0,0,0,36,36055,011403
36055011503,New York,Monroe County,1,5892,2129,0,2.5,63,66,36055011503,0,0,4379,74.32,47,49,0,0,2524,42.84,27,28,36,36055,011503
36055011504,New York,Monroe County,1,7331,2610,0,2.3,35,82,36055011504,0,0,7299,99.56,35,82,0,0,6940,94.67,33,78,36,36055,011504
36055011505,New York,Monroe County,0,6414,2396,0,4.6,205,111,36055011505,0,1,0,65.23,133,72,0,1,0,46.06,94,51,36,36055,011505
36055011506,New York,Monroe County,1,3971,1524,0,2.1,23,38,36055011506,0,0,3731,93.96,22,36,0,0,2858,71.97,17,27,36,36055,011506
36055011507,New York,Monroe County,1,3969,1821,0,7.2,261,25,36055011507,0,1,1653,41.65,109,10,0,0,456,11.49,30,3,36,36055,011507
36055011601,New York,Monroe County,1,5742,2522,0,6.3,248,151,36055011601,0,1,2491,43.38,108,66,0,1,273,4.75,12,7,36,36055,011601
36055011603,New York,Monroe County,1,1230,705,1,34.6,96,105,36055011603,1,0,768,62.44,60,66,0,0,94,7.64,7,8,36,36055,011603
36055011604,New York,Monroe County,1,2650,1338,0,2.9,18,27,36055011604,0,0,514,19.4,3,5,0,0,6,0.23,0,0,36,36055,011604
36055011605,New York,Monroe County,1,2239,890,0,8.8,5,32,36055011605,0,0,1386,61.9,3,20,0,0,403,18.0,1,6,36,36055,011605
36055011705,New York,Monroe County,1,2615,999,0,5.6,33,18,36055011705,0,0,1703,65.12,21,12,0,0,778,29.75,10,5,36,36055,011705
36055011707,New York,Monroe County,1,7072,2696,0,3.3,0,85,36055011707,0,0,4848,68.55,0,58,0,0,2359,33.36,0,28,36,36055,011707
36055011708,New York,Monroe County,1,3724,1456,0,1.6,63,28,36055011708,0,0,3258,87.49,55,24,0,0,2618,70.3,44,20,36,36055,011708
36055011709,New York,Monroe County,1,2853,971,0,0.4,0,0,36055011709,0,0,2851,99.93,0,0,0,0,2727,95.58,0,0,36,36055,011709
36055011710,New York,Monroe County,1,5967,2588,0,2.1,73,84,36055011710,0,0,2532,42.43,31,36,0,0,921,15.43,12,13,36,36055,011710
36055011711,New York,Monroe County,1,2046,886,0,11.6,46,46,36055011711,0,0,707,34.56,16,16,0,0,61,2.98,1,1,36,36055,011711
36055011712,New York,Monroe County,1,5482,2440,0,6.6,88,142,36055011712,0,0,1441,26.29,23,37,0,0,91,1.66,1,2,36,36055,011712
36055011800,New York,Monroe County,1,5345,2456,0,13.1,259,239,36055011800,0,0,309,5.78,15,14,0,0,0,0.0,0,0,36,36055,011800
36055011901,New York,Monroe County,1,6319,2860,0,4.9,286,200,36055011901,0,1,2073,32.81,94,66,0,1,95,1.5,4,3,36,36055,011901
36055011903,New York,Monroe County,1,1969,867,0,1.3,0,42,36055011903,0,0,962,48.86,0,21,0,0,214,10.87,0,5,36,36055,011903
36055011904,New York,Monroe County,1,4085,1771,0,3.8,51,99,36055011904,0,0,2233,54.66,28,54,0,0,1279,31.31,16,31,36,36055,011904
36055012000,New York,Monroe County,1,2611,1218,0,5.2,153,140,36055012000,0,0,24,0.92,1,1,0,0,0,0.0,0,0,36,36055,012000
36055012100,New York,Monroe County,1,3725,1713,1,9.1,81,98,36055012100,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,012100
36055012201,New York,Monroe County,1,5944,1447,0,9.7,31,26,36055012201,0,0,4244,71.4,22,19,0,0,2657,44.7,14,12,36,36055,012201
36055012202,New York,Monroe County,1,3630,1578,0,3.4,111,37,36055012202,0,1,2897,79.81,89,30,0,1,2475,68.18,76,25,36,36055,012202
36055012301,New York,Monroe County,1,5998,2413,0,2.3,123,6,36055012301,0,1,4344,72.42,89,4,0,1,3598,59.99,74,4,36,36055,012301
36055012304,New York,Monroe County,1,4436,1566,0,3.7,57,57,36055012304,0,0,4280,96.48,55,55,0,0,4065,91.64,52,52,36,36055,012304
36055012305,New York,Monroe County,1,4502,1455,0,0.9,0,27,36055012305,0,0,4483,99.58,0,27,0,0,4415,98.07,0,26,36,36055,012305
36055012307,New York,Monroe County,0,2726,806,0,1.9,8,7,36055012307,0,0,0,100.0,8,7,0,0,0,100.0,8,7,36,36055,012307
36055012308,New York,Monroe County,1,3381,1343,0,4.0,70,38,36055012308,0,0,3381,100.0,70,38,0,0,3381,100.0,70,38,36,36055,012308
36055012401,New York,Monroe County,0,3003,1381,0,9.9,120,130,36055012401,0,0,0,39.13,47,51,0,0,0,7.49,9,10,36,36055,012401
36055012402,New York,Monroe County,0,6092,2222,0,3.7,0,152,36055012402,0,0,0,88.89,0,135,0,0,0,80.79,0,123,36,36055,012402
36055012500,New York,Monroe County,1,4316,2085,0,13.4,346,49,36055012500,0,1,3532,81.84,283,40,0,1,2089,48.4,167,24,36,36055,012500
36055012600,New York,Monroe County,1,5126,2337,0,7.5,155,49,36055012600,0,1,2855,55.7,86,27,0,1,1873,36.54,57,18,36,36055,012600
36055012700,New York,Monroe County,1,3913,1509,0,3.9,32,87,36055012700,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,012700
36055012800,New York,Monroe County,1,4577,2183,0,10.5,148,60,36055012800,0,0,23,0.5,1,0,0,0,0,0.0,0,0,36,36055,012800
36055012900,New York,Monroe County,1,5460,2470,0,4.6,190,0,36055012900,0,1,829,15.18,29,0,0,0,0,0.0,0,0,36,36055,012900
36055013003,New York,Monroe County,1,1675,626,0,1.3,7,17,36055013003,0,0,595,35.52,2,6,0,0,26,1.55,0,0,36,36055,013003
36055013004,New York,Monroe County,1,5052,2406,0,10.6,61,174,36055013004,0,0,4237,83.87,51,146,0,0,164,3.25,2,6,36,36055,013004
36055013005,New York,Monroe County,1,4621,1665,1,13.4,154,125,36055013005,1,0,507,10.97,17,14,0,0,0,0.0,0,0,36,36055,013005
36055013006,New York,Monroe County,1,2397,1118,1,13.0,76,92,36055013006,1,0,813,33.92,26,31,0,0,0,0.0,0,0,36,36055,013006
36055013101,New York,Monroe County,1,6633,3009,0,10.4,56,183,36055013101,0,0,3810,57.44,32,105,0,0,1971,29.72,17,54,36,36055,013101
36055013103,New York,Monroe County,1,7916,837,1,24.4,94,13,36055013103,1,0,1904,24.05,23,3,0,0,1,0.01,0,0,36,36055,013103
36055013104,New York,Monroe County,1,5405,2428,1,21.2,117,271,36055013104,0,0,195,3.61,4,10,0,0,0,0.0,0,0,36,36055,013104
36055013203,New York,Monroe County,1,5504,2165,0,5.9,147,309,36055013203,0,1,2890,52.51,77,162,0,0,1984,36.05,53,111,36,36055,013203
36055013205,New York,Monroe County,1,5713,2063,1,30.4,228,225,36055013205,1,1,2720,47.61,109,107,1,1,1618,28.32,65,64,36,36055,013205
36055013206,New York,Monroe County,0,7467,2772,0,8.8,62,261,36055013206,0,0,0,25.0,16,65,0,0,0,17.85,11,47,36,36055,013206
36055013207,New York,Monroe County,1,5980,2435,0,4.2,122,80,36055013207,0,1,5804,97.06,118,78,0,1,5414,90.54,110,72,36,36055,013207
36055013208,New York,Monroe County,1,2478,1157,0,3.7,100,40,36055013208,0,0,785,31.68,32,13,0,0,53,2.14,2,1,36,36055,013208
36055013300,New York,Monroe County,0,3490,1452,0,3.6,7,61,36055013300,0,0,0,100.0,7,61,0,0,0,100.0,7,61,36,36055,013300
36055013401,New York,Monroe County,1,3906,2008,1,8.6,64,267,36055013401,1,0,2316,59.29,38,158,0,0,54,1.38,1,4,36,36055,013401
36055013402,New York,Monroe County,1,3415,1574,0,3.9,19,122,36055013402,0,0,2626,76.9,15,94,0,0,1925,56.37,11,69,36,36055,013402
36055013503,New York,Monroe County,0,5501,2102,0,1.3,40,116,36055013503,0,0,0,83.35,33,97,0,0,0,67.73,27,79,36,36055,013503
36055013505,New York,Monroe County,1,3777,1761,0,10.5,140,209,36055013505,0,0,1138,30.13,42,63,0,0,0,0.0,0,0,36,36055,013505
36055013507,New York,Monroe County,1,5667,2194,0,4.5,49,101,36055013507,0,0,2311,40.78,20,41,0,0,18,0.32,0,0,36,36055,013507
36055013508,New York,Monroe County,1,4361,1600,0,1.4,7,26,36055013508,0,0,1660,38.06,3,10,0,0,414,9.49,1,2,36,36055,013508
36055013509,New York,Monroe County,1,2657,1237,0,5.0,87,77,36055013509,0,0,928,34.93,30,27,0,0,215,8.09,7,6,36,36055,013509
36055013510,New York,Monroe County,1,3600,1448,0,4.2,25,114,36055013510,0,0,2267,62.97,16,72,0,0,1164,32.33,8,37,36,36055,013510
36055013511,New York,Monroe County,1,2455,917,0,4.7,11,40,36055013511,0,0,1418,57.76,6,23,0,0,831,33.85,4,14,36,36055,013511
36055013601,New York,Monroe County,1,4895,2040,1,5.6,134,157,36055013601,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,013601
36055013603,New York,Monroe County,1,5619,2260,0,5.8,54,99,36055013603,0,0,3027,53.87,29,53,0,0,1150,20.47,11,20,36,36055,013603
36055013604,New York,Monroe County,1,5742,2356,1,25.3,436,610,36055013604,1,1,3944,68.69,299,419,1,1,1437,25.03,109,153,36,36055,013604
36055013701,New York,Monroe County,1,2274,1001,0,5.1,48,116,36055013701,0,0,23,1.01,0,1,0,0,0,0.0,0,0,36,36055,013701
36055013702,New York,Monroe County,1,3594,1590,1,12.7,136,218,36055013702,0,0,27,0.75,1,2,0,0,0,0.0,0,0,36,36055,013702
36055013800,New York,Monroe County,1,5787,2363,0,15.1,114,254,36055013800,0,0,130,2.25,3,6,0,0,0,0.0,0,0,36,36055,013800
36055013901,New York,Monroe County,1,3912,1766,1,9.7,161,352,36055013901,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,013901
36055013902,New York,Monroe County,1,4207,2079,1,32.2,332,718,36055013902,0,1,0,0.0,0,0,0,0,0,0.0,0,0,36,36055,013902
36055014001,New York,Monroe County,1,5039,2151,0,10.3,158,289,36055014001,0,1,1132,22.46,36,65,0,0,0,0.0,0,0,36,36055,014001
36055014003,New York,Monroe County,1,4641,2230,1,13.1,110,383,36055014003,0,0,240,5.17,6,20,0,0,0,0.0,0,0,36,36055,014003
36055014004,New York,Monroe County,1,3990,1845,1,23.0,83,257,36055014004,0,0,12,0.3,0,1,0,0,0,0.0,0,0,36,36055,014004
36055014102,New York,Monroe County,1,3729,1535,0,9.2,56,84,36055014102,0,0,1516,40.65,23,34,0,0,0,0.0,0,0,36,36055,014102
36055014103,New York,Monroe County,1,4336,1812,0,9.2,147,332,36055014103,0,1,1865,43.01,63,143,0,0,181,4.17,6,14,36,36055,014103
36055014104,New York,Monroe County,1,3822,1633,0,12.5,181,142,36055014104,0,1,2228,58.29,106,83,0,1,938,24.54,44,35,36,36055,014104
36055014202,New York,Monroe County,1,7473,3341,0,10.2,166,285,36055014202,0,1,1790,23.95,40,68,0,0,20,0.27,0,1,36,36055,014202
36055014204,New York,Monroe County,1,2565,992,0,7.9,27,85,36055014204,0,0,259,10.1,3,9,0,0,0,0.0,0,0,36,36055,014204
36055014205,New York,Monroe County,1,3012,1274,0,6.0,44,54,36055014205,0,0,126,4.18,2,2,0,0,0,0.0,0,0,36,36055,014205
36055014206,New York,Monroe County,1,3519,1714,0,8.3,89,131,36055014206,0,0,195,5.54,5,7,0,0,0,0.0,0,0,36,36055,014206
36055014301,New York,Monroe County,1,2927,1460,1,13.3,136,307,36055014301,0,0,156,5.33,7,16,0,0,0,0.0,0,0,36,36055,014301
36055014302,New York,Monroe County,1,4956,2037,1,21.4,80,235,36055014302,0,0,189,3.81,3,9,0,0,0,0.0,0,0,36,36055,014302
36055014400,New York,Monroe County,1,4715,1942,0,6.6,141,210,36055014400,0,0,375,7.95,11,17,0,0,0,0.0,0,0,36,36055,014400
36055014501,New York,Monroe County,1,4550,1858,0,4.1,61,134,36055014501,0,0,1948,42.81,26,57,0,0,754,16.57,10,22,36,36055,014501
36055014503,New York,Monroe County,1,3300,1365,0,9.2,33,143,36055014503,0,0,409,12.39,4,18,0,0,0,0.0,0,0,36,36055,014503
36055014504,New York,Monroe County,1,5401,2111,0,2.1,10,67,36055014504,0,0,2388,44.21,4,30,0,0,302,5.59,1,4,36,36055,014504
36055014505,New York,Monroe County,1,5309,2205,0,5.6,134,159,36055014505,0,0,551,10.38,14,17,0,0,3,0.06,0,0,36,36055,014505
36055014601,New York,Monroe County,1,5580,2192,0,3.4,115,229,36055014601,0,0,1920,34.41,40,79,0,0,844,15.13,17,35,36,36055,014601
36055014602,New York,Monroe County,0,4983,2181,0,19.6,134,329,36055014602,0,1,0,50.29,67,165,0,0,0,26.27,35,86,36,36055,014602
36055014700,New York,Monroe County,0,4897,2060,0,11.2,44,132,36055014700,0,0,0,59.16,26,78,0,0,0,50.38,22,67,36,36055,014700
36055014802,New York,Monroe County,0,5281,2118,0,8.0,62,53,36055014802,0,0,0,86.44,54,46,0,0,0,72.05,45,38,36,36055,014802
36055014803,New York,Monroe County,0,3797,1414,0,2.2,0,193,36055014803,0,0,0,98.79,0,191,0,0,0,96.71,0,187,36,36055,014803
36055014805,New York,Monroe County,1,3464,1526,1,14.3,164,211,36055014805,1,0,598,17.26,28,36,0,0,142,4.1,7,9,36,36055,014805
36055014806,New York,Monroe County,1,3675,1289,0,9.0,41,60,36055014806,0,0,1133,30.83,13,18,0,0,317,8.63,4,5,36,36055,014806
36055014901,New York,Monroe County,1,5614,2340,0,6.8,153,180,36055014901,0,0,1992,35.48,54,64,0,0,855,15.23,23,27,36,36055,014901
36055014903,New York,Monroe County,0,5099,1913,0,5.9,50,19,36055014903,0,0,0,92.43,46,18,0,0,0,82.07,41,16,36,36055,014903
36055014905,New York,Monroe County,1,5640,2161,0,9.2,25,148,36055014905,0,0,4988,88.44,22,131,0,0,3517,62.36,16,92,36,36055,014905
36055014906,New York,Monroe County,1,3917,1594,0,8.6,52,130,36055014906,0,0,3103,79.22,41,103,0,0,1494,38.14,20,50,36,36055,014906
36055015000,New York,Monroe County,0,5586,2323,0,3.2,70,183,36055015000,0,0,0,70.78,50,130,0,0,0,60.63,42,111,36,36055,015000
36055015101,New York,Monroe County,0,4651,1816,0,6.7,80,203,36055015101,0,0,0,67.21,54,136,0,0,0,52.91,42,107,36,36055,015101
36055015102,New York,Monroe County,0,4074,1657,0,17.7,152,284,36055015102,0,1,0,85.27,130,242,0,1,0,78.67,120,223,36,36055,015102
36055015200,New York,Monroe County,1,6904,2639,0,7.8,173,265,36055015200,0,1,4211,60.99,106,162,0,1,2924,42.35,73,112,36,36055,015200
36055015301,New York,Monroe County,1,2143,119,0,9.4,5,0,36055015301,0,0,2017,94.12,5,0,0,0,1807,84.32,4,0,36,36055,015301
36055015303,New York,Monroe County,1,3154,1443,1,16.5,53,157,36055015303,0,0,168,5.33,3,8,0,0,0,0.0,0,0,36,36055,015303
36055015304,New York,Monroe County,1,3933,1855,0,15.9,161,136,36055015304,0,1,929,23.62,38,32,0,0,246,6.25,10,8,36,36055,015304
36055015400,New York,Monroe County,0,4014,1619,0,15.0,107,200,36055015400,0,0,0,85.35,91,171,0,0,0,73.74,79,147,36,36055,015400
36055980000,New York,Monroe County,1,0,0,0,,0,0,36055980000,0,0,0,,0,0,0,0,0,,0,0,36,36055,980000
36055980100,New York,Monroe County,0,31,11,1,24.3,0,0,36055980100,0,0,0,16.13,0,0,0,0,0,16.13,0,0,36,36055,980100
36055980200,New York,Monroe County,1,17,12,1,100.0,27,0,36055980200,0,0,0,0.0,1,0,0,0,0,0.0,0,0,36,36055,980200
36057070200,New York,Montgomery County,1,2242,1037,1,25.3,149,251,36057070200,0,0,410,18.29,27,46,0,0,0,0.0,0,0,36,36057,070200
36057070300,New York,Montgomery County,1,2060,779,0,16.9,319,293,36057070300,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36057,070300
36057070400,New York,Montgomery County,1,1996,847,1,17.2,42,103,36057070400,0,0,6,0.3,0,0,0,0,0,0.0,0,0,36,36057,070400
36057070500,New York,Montgomery County,1,2703,1133,0,16.1,28,62,36057070500,0,0,33,1.22,0,1,0,0,0,0.0,0,0,36,36057,070500
36057070600,New York,Montgomery County,1,2011,845,1,27.3,189,295,36057070600,0,0,9,0.45,1,1,0,0,0,0.0,0,0,36,36057,070600
36057070700,New York,Montgomery County,1,2625,1133,0,11.2,34,69,36057070700,0,0,104,3.96,1,3,0,0,0,0.0,0,0,36,36057,070700
36057070800,New York,Montgomery County,1,2959,1221,1,23.2,217,342,36057070800,0,0,49,1.66,4,6,0,0,0,0.0,0,0,36,36057,070800
36057070900,New York,Montgomery County,1,1623,584,1,31.4,135,239,36057070900,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36,36057,070900
36057072100,New York,Montgomery County,1,5557,2350,0,8.4,57,178,36057072100,0,0,2957,53.21,30,95,0,0,1971,35.47,20,63,36,36057,072100
36057072200,New York,Montgomery County,0,3572,1473,0,8.1,126,96,36057072200,0,0,0,72.34,91,69,0,0,0,63.77,80,61,36,36057,072200
36057072300,New York,Montgomery County,0,3189,1190,0,13.7,157,239,36057072300,0,1,0,55.82,88,133,0,0,0,43.21,68,103,36,36057,072300
36057072400,New York,Montgomery County,0,2598,1032,1,21.0,168,299,36057072400,0,0,0,31.95,54,95,0,0,0,23.4,39,70,36,36057,072400
36057072500,New York,Montgomery County,0,4166,1613,1,18.0,292,257,36057072500,0,1,0,50.24,147,129,0,1,0,46.21,135,119,36,36057,072500
36057072600,New York,Montgomery County,0,3660,1473,0,7.6,141,45,36057072600,0,0,0,43.11,61,19,0,0,0,40.25,57,18,36,36057,072600
36057072700,New York,Montgomery County,0,4549,1604,0,12.0,141,108,36057072700,0,1,0,86.46,122,93,0,1,0,81.58,115,88,36,36057,072700
36057072800,New York,Montgomery County,0,4022,1654,0,5.6,35,138,36057072800,0,0,6,99.43,35,137,0,0,0,93.64,33,129,36,36057,072800
36059300100,New York,Nassau County,1,5619,1293,0,0.9,132,14,36059300100,0,1,3796,67.56,89,9,0,1,1932,34.38,45,5,36,36059,300100
36059300300,New York,Nassau County,1,4680,1494,0,7.6,64,174,36059300300,0,0,21,0.45,0,1,0,0,0,0.0,0,0,36,36059,300300
36059300400,New York,Nassau County,1,6465,2126,0,5.8,167,28,36059300400,0,0,758,11.72,20,3,0,0,0,0.0,0,0,36,36059,300400
36059300500,New York,Nassau County,1,5847,1908,0,7.9,40,135,36059300500,0,0,1769,30.25,12,41,0,0,323,5.52,2,7,36,36059,300500
